Gene Name	Protein Domain	Protein domain description	Protein start location	Protein End location	Method	Domain ID
NTO1	PF13832	PHD-zinc-finger like domain	319	438	Pfam	2130878
NTR2	PF15458	Nineteen complex-related protein 2; Pre-mRNA-splicing factor Ntr2	1	318	Pfam	2098116
NUC1	PF01223	DNA/RNA non-specific endonuclease; DNA/RNA non-specific endonuclease	56	288	Pfam	2107898
NUF2	PF03800	Nuf2 family; Kinetochore protein Nuf2	6	147	Pfam	2102871
NUG1	PF01926	50S ribosome-binding GTPase; GTP binding domain	283	371	Pfam	2091904
NUG1	PF08701	GNL3L/Grn1 putative GTPase; Guanine nucleotide-binding protein-like 3, N-terminal domain	14	87	Pfam	2091908
NUM1	PF12814	Meiotic cell cortex C-terminal pleckstrin homology; Pleckstrin homology domain, Mcp5-type	2566	2684	Pfam	2091301
NUP100	PF04096	Nucleoporin autopeptidase; Peptidase S59, nucleoporin	815	955	Pfam	2098856
NUP100	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	5	69	Pfam	2098860
NUP100	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	132	210	Pfam	2126454
NUP100	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	287	374	Pfam	2126455
NUP100	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	429	509	Pfam	2126456
NUP116	PF04096	Nucleoporin autopeptidase; Peptidase S59, nucleoporin	968	1108	Pfam	2100488
NUP116	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	57	102	Pfam	2100486
NUP116	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	164	213	Pfam	2100487
NUP116	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	214	291	Pfam	2126459
NUP116	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	359	442	Pfam	2126460
NUP116	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	560	651	Pfam	2126461
NUP116	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	657	735	Pfam	2126462
NUP133	PF08801	Nup133 N terminal like; Nucleoporin, Nup133/Nup155-like, N-terminal	75	475	Pfam	2098875
NUP145	PF04096	Nucleoporin autopeptidase; Peptidase S59, nucleoporin	460	610	Pfam	2093869
NUP145	PF12110	Nuclear protein 96; Nuclear protein 96	898	1149	Pfam	2123681
NUP145	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	71	157	Pfam	2093868
NUP157	PF03177	Non-repetitive/WGA-negative nucleoporin C-terminal; Nucleoporin, Nup133/Nup155-like, C-terminal	847	1288	Pfam	2092944
NUP157	PF08801	Nup133 N terminal like; Nucleoporin, Nup133/Nup155-like, N-terminal	134	610	Pfam	2120747
NUP159	PF16755	Nucleoporin or Nuclear pore complex subunit NUP214=Nup159; Nucleoporin Nup159/Nup146, N-terminal	24	380	Pfam	2121280
NUP170	PF03177	Non-repetitive/WGA-negative nucleoporin C-terminal; Nucleoporin, Nup133/Nup155-like, C-terminal	833	1392	Pfam	2117809
NUP170	PF08801	Nup133 N terminal like; Nucleoporin, Nup133/Nup155-like, N-terminal	144	649	Pfam	2117810
NUP188	PF10487	Nucleoporin subcomplex protein binding to Pom34; Nucleoporin Nup188	31	975	Pfam	2099481
NUP188	PF18378	Nuclear pore protein NUP188 C-terminal domain; Nuclear pore protein Nup188, C-terminal	1303	1628	Pfam	2099482
NUP192	PF11894	Nuclear pore complex scaffold, nucleoporins 186/192/205; Nucleoporin Nup186/Nup192/Nup205	3	1677	Pfam	2123047
NUP2	PF00638	RanBP1 domain; Ran binding domain	598	718	Pfam	2114392
NUP2	PF08911	NUP50 (Nucleoporin 50 kDa); Nuclear pore complex, NUP2/50/61	2	71	Pfam	2114393
NUP49	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	64	141	Pfam	2093988
NUP49	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	148	246	Pfam	2093989
NUP53	PF05172	Nup53/35/40-type RNA recognition motif; RNA-recognition motif (RRM) Nup35-type domain	247	356	Pfam	2127244
NUP57	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	54	135	Pfam	2095159
NUP57	PF13634	Nucleoporin FG repeat region; Nucleoporin FG repeat	147	233	Pfam	2095158
NUP57	PF13874	Nucleoporin complex subunit 54; Nucleoporin Nup54, alpha-helical domain	326	463	Pfam	2095162
NUP84	PF04121	Nuclear pore protein 84 / 107; Nuclear pore protein 84/107	66	721	Pfam	2124022
NUP85	PF07575	Nup85 Nucleoporin; Nucleoporin Nup85-like	89	697	Pfam	2122692
NUR1	PF10332	Protein of unknown function (DUF2418); Nur1/Mug154	230	314	Pfam	2130229
NUT1	PF08689	Mediator complex subunit Med5; Mediator complex, subunit Med5, fungi	1	1127	Pfam	2124316
NUT2	PF09748	Transcription factor subunit Med10 of Mediator complex; Mediator complex, subunit Med10	19	141	Pfam	2128647
NVJ2	PF00169	PH domain; Pleckstrin homology domain	136	265	Pfam	2129137
NVJ2	PF10296	Maintenance of mitochondrial morphology protein 1; MMM1 domain	278	431	Pfam	2103890
NVJ3	PF02194	PXA domain; Phox-associated domain	98	182	Pfam	2091995
NYV1	PF00957	Synaptobrevin; Synaptobrevin	169	250	Pfam	2130734
NYV1	PF09426	Vacuolar R-SNARE Nyv1 N terminal; Vacuolar R-SNARE Nyv1, N-terminal domain	6	144	Pfam	2130735
OAC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	19	113	Pfam	2113915
OAC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	127	222	Pfam	2113916
OAC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	229	314	Pfam	2113917
OAF1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	65	100	Pfam	2120061
OAF3	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	18	55	Pfam	2116631
OAR1	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	6	51	Pfam	2116369
OAR1	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	113	240	Pfam	2116370
OCA1	PF03162	Tyrosine phosphatase family; Atypical dual-specificity phosphatase Siw14-like	67	234	Pfam	2123884
OCA2	PF03162	Tyrosine phosphatase family; Atypical dual-specificity phosphatase Siw14-like	3	163	Pfam	2125598
OCA4	PF03162	Tyrosine phosphatase family; Atypical dual-specificity phosphatase Siw14-like	62	219	Pfam	2112434
OCA6	PF03162	Tyrosine phosphatase family; Atypical dual-specificity phosphatase Siw14-like	3	179	Pfam	2131190
OCH1	PF04488	Glycosyltransferase sugar-binding region containing DXD motif; Glycosyltransferase, DXD sugar-binding motif	114	206	Pfam	2113726
OCT1	PF01432	Peptidase family M3; Peptidase M3A/M3B catalytic domain	287	764	Pfam	2116449
ODC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	9	111	Pfam	2126709
ODC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	127	205	Pfam	2126710
ODC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	215	302	Pfam	2126711
ODC2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	9	109	Pfam	2131793
ODC2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	121	199	Pfam	2131794
ODC2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	212	301	Pfam	2131795
OGG1	PF00730	HhH-GPD superfamily base excision DNA repair protein; HhH-GPD domain	127	279	Pfam	2124937
OGG1	PF07934	8-oxoguanine DNA glycosylase, N-terminal domain; 8-oxoguanine DNA glycosylase, N-terminal	7	126	Pfam	2124938
OLA1	PF01926	50S ribosome-binding GTPase; GTP binding domain	23	136	Pfam	2088862
OLA1	PF06071	Protein of unknown function (DUF933); YchF, C-terminal domain	307	389	Pfam	2117877
OLE1	PF00173	Cytochrome b5-like Heme/Steroid binding domain; Cytochrome b5-like heme/steroid binding domain	419	486	Pfam	2111102
OLE1	PF00487	Fatty acid desaturase; Fatty acid desaturase domain	142	359	Pfam	2111103
OLI1	PF00137	ATP synthase subunit C; V-ATPase proteolipid subunit C-like domain	10	72	Pfam	2125899
OMA1	PF01435	Peptidase family M48; Peptidase M48	158	319	Pfam	2098228
OMS1	PF13489	Methyltransferase domain	242	407	Pfam	2129017
OPI1	PF08618	Transcription factor Opi1; Transcription factor Opi1	131	361	Pfam	2111334
OPI10	PF05603	Protein of unknown function (DUF775); Domain of unknown function DUF775	1	240	Pfam	2129559
OPI3	PF04191	Phospholipid methyltransferase; Phospholipid methyltransferase	100	199	Pfam	2106859
OPT1	PF03169	OPT oligopeptide transporter protein; Oligopeptide transporter, OPT superfamily	107	758	Pfam	2121708
OPT2	PF03169	OPT oligopeptide transporter protein; Oligopeptide transporter, OPT superfamily	164	832	Pfam	2128948
OPY1	PF00169	PH domain; Pleckstrin homology domain	217	316	Pfam	2117993
OPY2	PF09463	Opy2 protein; Membrane anchor Opy2, N-terminal	30	63	Pfam	2129117
ORC1	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	475	620	Pfam	2125779
ORC1	PF01426	BAH domain; Bromo adjacent homology (BAH) domain	49	187	Pfam	2125780
ORC1	PF17872	AAA lid domain; AAA lid domain	638	738	Pfam	2100623
ORC2	PF04084	Origin recognition complex subunit 2; Origin recognition complex, subunit 2	259	607	Pfam	2115120
ORC3	PF18137	Origin recognition complex winged helix C-terminal; ORC3, winged helix C-terminal	485	613	Pfam	2098247
ORC4	PF14629	Origin recognition complex (ORC) subunit 4 C-terminus; Origin recognition complex subunit 4, C-terminal	287	516	Pfam	2125800
ORC5	PF13401	AAA domain; AAA+ ATPase domain	31	168	Pfam	2123870
ORC5	PF14630	Origin recognition complex (ORC) subunit 5 C-terminus; Origin recognition complex, subunit 5	187	474	Pfam	2123871
ORC6	PF05460	Origin recognition complex subunit 6 (ORC6); Origin recognition complex, subunit 6	22	416	Pfam	2119028
ORM1	PF04061	ORMDL family; ORMDL family	74	209	Pfam	2124585
ORM2	PF04061	ORMDL family; ORMDL family	69	203	Pfam	2128575
ORT1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	15	101	Pfam	2130994
ORT1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	108	199	Pfam	2130995
ORT1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	211	290	Pfam	2130996
OSH2	PF00023	Ankyrin repeat; Ankyrin repeat	106	129	Pfam	2090101
OSH2	PF00169	PH domain; Pleckstrin homology domain	291	386	Pfam	2131174
OSH2	PF01237	Oxysterol-binding protein; Oxysterol-binding protein	897	1268	Pfam	2131175
OSH3	PF01237	Oxysterol-binding protein; Oxysterol-binding protein	642	982	Pfam	2118572
OSH3	PF15409	Pleckstrin homology domain; Pleckstrin homology domain 8	226	311	Pfam	2118573
OSH6	PF01237	Oxysterol-binding protein; Oxysterol-binding protein	54	391	Pfam	2099252
OSH7	PF01237	Oxysterol-binding protein; Oxysterol-binding protein	54	393	Pfam	2095047
OSI1	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	10	203	Pfam	2116811
OSM1	PF00890	FAD binding domain; FAD-dependent oxidoreductase 2, FAD binding domain	37	483	Pfam	2111191
OST1	PF04597	Ribophorin I; Ribophorin I	31	467	Pfam	2121884
OST2	PF02109	DAD family; DAD/Ost2	24	130	Pfam	2122787
OST3	PF04756	OST3 / OST6 family, transporter family; Oligosaccharyl transferase complex, subunit OST3/OST6	27	340	Pfam	2123509
OST4	PF10215	Oligosaccaryltransferase; Oligosaccaryltransferase	1	33	Pfam	2131844
OST5	PF05251	Oligosaccharyltransferase subunit 5; Oligosaccharyltransferase complex subunit	15	86	Pfam	2131680
OST6	PF04756	OST3 / OST6 family, transporter family; Oligosaccharyl transferase complex, subunit OST3/OST6	34	329	Pfam	2127195
OTU1	PF02338	OTU-like cysteine protease; OTU domain	119	200	Pfam	2122406
OTU2	PF02338	OTU-like cysteine protease; OTU domain	173	301	Pfam	2118697
OXA1	PF02096	60Kd inner membrane protein; Membrane  insertase YidC/ALB3/OXA1/COX18	130	317	Pfam	2120322
OXP1	PF01968	Hydantoinase/oxoprolinase; Hydantoinase A/oxoprolinase	242	535	Pfam	2113194
OXP1	PF02538	Hydantoinase B/oxoprolinase; Hydantoinase B/oxoprolinase	747	1283	Pfam	2113195
OXP1	PF05378	Hydantoinase/oxoprolinase N-terminal region; Hydantoinaseoxoprolinase, N-terminal	7	223	Pfam	2113196
OXR1	PF07534	TLD; TLDc domain	100	273	Pfam	2129935
OYE2	PF00724	NADH:flavin oxidoreductase / NADH oxidase family; NADH:flavin oxidoreductase/NADH oxidase, N-terminal	16	368	Pfam	2127092
OYE3	PF00724	NADH:flavin oxidoreductase / NADH oxidase family; NADH:flavin oxidoreductase/NADH oxidase, N-terminal	16	368	Pfam	2121995
PAA1	PF00583	GNAT domain	27	157	Pfam	2131167
PAB1	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	40	108	Pfam	2093407
PAB1	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	128	196	Pfam	2106562
PAB1	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	221	289	Pfam	2106563
PAB1	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	324	392	Pfam	2106564
PAB1	PF00658	Poly-adenylate binding protein, unique domain; Polyadenylate-binding protein/Hyperplastic disc protein	496	562	Pfam	2093401
PAC1	PF00400	WD domain, G-beta repeat; WD40 repeat	244	283	Pfam	2120301
PAC1	PF00400	WD domain, G-beta repeat; WD40 repeat	288	321	Pfam	2120302
PAC1	PF00400	WD domain, G-beta repeat; WD40 repeat	330	385	Pfam	2120303
PAC1	PF00400	WD domain, G-beta repeat; WD40 repeat	408	443	Pfam	2120304
PAC10	PF02996	Prefoldin subunit; Prefoldin alpha-like	48	179	Pfam	2123497
PAC2	PF01302	CAP-Gly domain; CAP Gly-rich domain	6	70	Pfam	2092235
PAC2	PF13516	Leucine Rich repeat; Leucine-rich repeat	228	246	Pfam	2120242
PAC2	PF13516	Leucine Rich repeat; Leucine-rich repeat	254	267	Pfam	2092233
PAD1	PF02441	Flavoprotein; Flavoprotein	55	214	Pfam	2115863
PAF1	PF03985	Paf1; RNA polymerase II associated factor Paf1	6	414	Pfam	2118159
PAH1	PF04571	lipin, N-terminal conserved region; Lipin, N-terminal	1	103	Pfam	2114551
PAH1	PF08235	LNS2 (Lipin/Ned1/Smp2); Lipin/Ned1/Smp2 (LNS2)	350	583	Pfam	2114552
PAI3	PF10466	Saccharopepsin inhibitor I34; Protease A inhibitor IA3	1	68	Pfam	2106228
PAL1	PF08316	Pal1 cell morphology protein; Pal1 cell morphology	236	369	Pfam	2128174
PAL2	PF08316	Pal1 cell morphology protein; Pal1 cell morphology	131	271	Pfam	2118910
PAM16	PF03656	Pam16	1	128	Pfam	2122297
PAM17	PF08566	Mitochondrial import protein Pam17; Mitochondrial import protein Pam17	38	194	Pfam	2116993
PAN1	PF08226	Domain of unknown function (DUF1720); Domain of unknown function DUF1720	385	453	Pfam	2096680
PAN1	PF08226	Domain of unknown function (DUF1720); Domain of unknown function DUF1720	422	482	Pfam	2114411
PAN1	PF08226	Domain of unknown function (DUF1720); Domain of unknown function DUF1720	468	525	Pfam	2114412
PAN1	PF12763	Cytoskeletal-regulatory complex EF hand; EH domain	269	347	Pfam	2114413
PAN1	PF12763	Cytoskeletal-regulatory complex EF hand; EH domain	595	690	Pfam	2114414
PAN2	PF00929	Exonuclease; Exonuclease, RNase T/DNA polymerase III	907	1079	Pfam	2124071
PAN2	PF13423	Ubiquitin carboxyl-terminal hydrolase; PAN2 domain	505	829	Pfam	2124072
PAN3	PF18101	Pan3 Pseudokinase domain; Pan3 pseudokinase domain	540	676	Pfam	2098681
PAN5	PF02558	Ketopantoate reductase PanE/ApbA; Ketopantoate reductase, N-terminal domain	9	172	Pfam	2118833
PAN5	PF08546	Ketopantoate reductase PanE/ApbA C terminal; Ketopantoate reductase, C-terminal domain	221	360	Pfam	2118834
PAN6	PF02569	Pantoate-beta-alanine ligase; Pantoate-beta-alanine ligase	2	307	Pfam	2121212
PAP1	PF01909	Nucleotidyltransferase domain; Polymerase, nucleotidyl transferase domain	81	154	Pfam	2113400
PAP1	PF04926	Poly(A) polymerase predicted RNA binding domain; Poly(A) polymerase, RNA-binding domain	353	531	Pfam	2113401
PAP1	PF04928	Poly(A) polymerase central domain; Poly(A) polymerase, central domain	8	351	Pfam	2113402
PAP2	PF01909	Nucleotidyltransferase domain; Polymerase, nucleotidyl transferase domain	204	316	Pfam	2125064
PAP2	PF03828	Cid1 family poly A polymerase; PAP/25A-associated	371	431	Pfam	2125065
PAR32	PF12223	Protein of unknown function (DUF3602); Protein of unknown function DUF3602	10	77	Pfam	2090594
PAT1	PF09770	Topoisomerase II-associated protein PAT1; mRNA decay factor PAT1 domain	3	55	Pfam	2112805
PAT1	PF09770	Topoisomerase II-associated protein PAT1; mRNA decay factor PAT1 domain	257	743	Pfam	2090229
PAU1	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2108418
PAU10	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	113	Pfam	2126739
PAU11	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2108428
PAU12	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2124892
PAU13	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2118642
PAU14	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2108420
PAU15	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	26	117	Pfam	2121636
PAU16	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	26	117	Pfam	2116426
PAU17	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	26	117	Pfam	2130987
PAU18	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2108424
PAU19	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	26	117	Pfam	2108411
PAU2	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2114797
PAU21	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	66	157	Pfam	2108414
PAU22	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	66	157	Pfam	2108416
PAU23	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	26	117	Pfam	2129494
PAU24	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2117743
PAU3	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	26	117	Pfam	2112705
PAU4	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2124943
PAU5	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	24	116	Pfam	2093183
PAU6	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2108422
PAU7	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	24	55	Pfam	2088468
PAU8	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	22	114	Pfam	2108426
PAU9	PF00660	Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1	1	36	Pfam	2088908
PBA1	PF10450	POC1 chaperone; Proteasome chaperone 1, fungi	1	276	Pfam	2128260
PBI1	PF07247	Alcohol acetyltransferase; Alcohol acetyltransferase/N-acetyltransferase	92	342	Pfam	2103801
PBN1	PF08320	PIG-X / PBN1; Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1	226	403	Pfam	2089829
PBP1	PF06741	LsmAD domain; LsmAD domain	226	297	Pfam	2124744
PBP1	PF14438	Ataxin 2 SM domain; Ataxin 2, SM domain	50	131	Pfam	2124745
PBP2	PF00013	KH domain; K Homology domain, type 1	69	130	Pfam	2089729
PBP2	PF00013	KH domain; K Homology domain, type 1	152	214	Pfam	2117715
PBP2	PF00013	KH domain; K Homology domain, type 1	333	395	Pfam	2117716
PBR1	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	54	192	Pfam	2125410
PBS2	PF00069	Protein kinase domain; Protein kinase domain	362	623	Pfam	2107810
PBY1	PF01975	Survival protein SurE; Survival protein SurE-like phosphatase/nucleotidase	3	236	Pfam	2117955
PBY1	PF03133	Tubulin-tyrosine ligase family; Tubulin-tyrosine ligase/Tubulin polyglutamylase	389	731	Pfam	2117956
PCA1	PF00122	E1-E2 ATPase	692	881	Pfam	2118177
PCA1	PF00702	haloacid dehalogenase-like hydrolase	899	1118	Pfam	2118178
PCC1	PF09341	Transcription factor Pcc1; CTAG/Pcc1 family	12	85	Pfam	2131629
PCD1	PF00293	NUDIX domain; NUDIX hydrolase domain	38	193	Pfam	2131432
PCF11	PF04818	CID domain; CID domain	11	113	Pfam	2092073
PCF11	PF11526	Subunit of cleavage factor IA Pcf11; Subunit of cleavage factor IA Pcf11	468	562	Pfam	2119694
PCH2	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	310	466	Pfam	2117529
PCK1	PF01293	Phosphoenolpyruvate carboxykinase; Phosphoenolpyruvate carboxykinase, ATP-utilising	32	500	Pfam	2109088
PCL1	PF00134	Cyclin, N-terminal domain; Cyclin, N-terminal	19	152	Pfam	2102441
PCL10	PF08613	Cyclin; Cyclin PHO80-like	292	406	Pfam	2124346
PCL2	PF00134	Cyclin, N-terminal domain; Cyclin, N-terminal	48	145	Pfam	2112821
PCL5	PF00134	Cyclin, N-terminal domain; Cyclin, N-terminal	78	178	Pfam	2094645
PCL6	PF08613	Cyclin; Cyclin PHO80-like	170	269	Pfam	2120660
PCL6	PF08613	Cyclin; Cyclin PHO80-like	324	388	Pfam	2120661
PCL7	PF08613	Cyclin; Cyclin PHO80-like	108	264	Pfam	2120907
PCL8	PF08613	Cyclin; Cyclin PHO80-like	341	466	Pfam	2129980
PCL9	PF00134	Cyclin, N-terminal domain; Cyclin, N-terminal	48	145	Pfam	2090587
PCM1	PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain; Alpha-D-phosphohexomutase, C-terminal	477	553	Pfam	2118333
